"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","36459","Set Default Number of Properties Per Page in Results Search Settings and verify in FE page - User: engage_new","Chrome","Fri May 02 23:36:20 UTC 2025","failed","Fri May 02 23:36:57 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Global","","",""
"","23310","Create Saved Link - User: Client-Engage-1-Existing","Chrome","Fri May 02 23:37:32 UTC 2025","passed","Fri May 02 23:37:55 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Website > Sub-menu: Saved Links","","",""
"","5731","Save Mobile Settings - User: Client-Engage-1-Existing","Chrome","Fri May 02 23:35:18 UTC 2025","passed","Fri May 02 23:35:23 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Global","","",""
"","3339","New client has API key and can make API requests - User: Engage New","Chrome","Fri May 02 23:39:08 UTC 2025","passed","Fri May 02 23:39:12 UTC 2025","Type of user: Client > MW Menu: Home > Sub-menu: Access Control","","",""
"","9176","Create Search Page - User: Client-Engage-1-Existing","Chrome","Fri May 02 23:36:44 UTC 2025","passed","Fri May 02 23:36:53 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Website","","",""
"","217","User Signup: Developer partner code signup Completes Successfully","Chrome","Fri May 02 23:39:49 UTC 2025","skipped","Fri May 02 23:39:49 UTC 2025","Sign Up","","",""
"","22952","Create New Wdiget - Type: prime-map-search - User: Client-Engage-1-Existing","Chrome","Fri May 02 23:40:05 UTC 2025","failed","Fri May 02 23:40:28 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Widgets > Sub-menu: New","","",""
"","7095","Create Lead - User: Client-Engage-1-Existing","Chrome","Fri May 02 23:39:18 UTC 2025","passed","Fri May 02 23:39:25 UTC 2025","Type of user: Client > MW Menu: Leads > Sub-menu: Create","","",""
"","181","User Signup: Developer partner code signup - Accurate Setup Pricing Displayed","Chrome","Fri May 02 23:39:49 UTC 2025","skipped","Fri May 02 23:39:49 UTC 2025","Sign Up","","",""
"","4402","Save Your Properties Settings - User: Client-Engage-1-Existing","Chrome","Fri May 02 23:35:03 UTC 2025","passed","Fri May 02 23:35:08 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Global","","",""
"","6673","Create New Wdiget - Type: virtual-showings - User: Client-Engage-1-Existing","Chrome","Fri May 02 23:39:17 UTC 2025","passed","Fri May 02 23:39:24 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Widgets > Sub-menu: New","","",""
"","175","User Signup: Elite account type signup - Accurate Setup Pricing Displayed","Chrome","Fri May 02 23:39:50 UTC 2025","skipped","Fri May 02 23:39:50 UTC 2025","Sign Up","","",""
"","16294","Authenticate ClientElite_1_Existing user","setup","Fri May 02 23:32:42 UTC 2025","passed","Fri May 02 23:32:58 UTC 2025","","","",""
"","7261","Delete created custom Location List","Chrome","Fri May 02 23:35:35 UTC 2025","passed","Fri May 02 23:35:42 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Locations","","",""
"","7714","Single Query search - Resource: Property - Class: Property - Limit 1 run first chunk","Chrome","Fri May 02 23:40:43 UTC 2025","passed","Fri May 02 23:40:51 UTC 2025","Type of user: Super User > MW Menu: MLS > Sub-menu: Data > Sub-menu: MLS Data Explorer","","",""
"","14862","Create Agent - User: Client-Elite-1-Existing","Chrome","Fri May 02 23:34:28 UTC 2025","passed","Fri May 02 23:34:43 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Users > Sub-menu: Agents","","",""
