"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17523","User Signup: Developer partner code signup Completes Successfully","Chrome","Tue Mar 11 17:44:02 UTC 2025","passed","Tue Mar 11 17:44:20 UTC 2025","Sign Up","","",""
"","18217","User Signup: Lite account type signup Completes Successfully","Chrome","Tue Mar 11 17:45:04 UTC 2025","passed","Tue Mar 11 17:45:23 UTC 2025","Sign Up","","",""
"","3195","User Signup: Lite account type signup - Accurate Setup Pricing Displayed","Chrome","Tue Mar 11 17:45:23 UTC 2025","passed","Tue Mar 11 17:45:26 UTC 2025","Sign Up","","",""
"","5720","Delete All Contacts - User: Client-Elite-1-Existing","Chrome","Tue Mar 11 17:42:36 UTC 2025","passed","Tue Mar 11 17:42:42 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Contacts","","",""
"","2996","User Signup: Developer partner code signup - Accurate Setup Pricing Displayed","Chrome","Tue Mar 11 17:44:20 UTC 2025","passed","Tue Mar 11 17:44:23 UTC 2025","Sign Up","","",""
"","6923","Delete All Contacts - User: Client-Platinum-1-Existing","Chrome","Tue Mar 11 17:42:23 UTC 2025","passed","Tue Mar 11 17:42:30 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Contacts","","",""
"","3690","User Signup: Elite account type signup - Accurate Setup Pricing Displayed","Chrome","Tue Mar 11 17:45:01 UTC 2025","passed","Tue Mar 11 17:45:04 UTC 2025","Sign Up","","",""
"","19856","User Signup: Regular signup Completes Successfully","Chrome","Tue Mar 11 17:42:56 UTC 2025","passed","Tue Mar 11 17:43:16 UTC 2025","Sign Up","","",""
"","3060","User Signup: Godaddy partner code signup - Accurate Setup Pricing Displayed","Chrome","Tue Mar 11 17:44:40 UTC 2025","passed","Tue Mar 11 17:44:43 UTC 2025","Sign Up","","",""
"","7273","Create Contact - User: Client-Platinum-1-Existing","Chrome","Tue Mar 11 17:42:16 UTC 2025","passed","Tue Mar 11 17:42:23 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Contacts","","",""
"","13059","Create Agent - User: Client-Elite-1-Existing","Chrome","Tue Mar 11 17:42:37 UTC 2025","passed","Tue Mar 11 17:42:50 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Users > Sub-menu: Agents","","",""
"","17756","User Signup: Hals-off signup Completes Successfully","Chrome","Tue Mar 11 17:43:41 UTC 2025","passed","Tue Mar 11 17:43:59 UTC 2025","Sign Up","","",""
"","7635","Create Lead - User: Client-Platinum-1-Existing","Chrome","Tue Mar 11 17:42:42 UTC 2025","passed","Tue Mar 11 17:42:50 UTC 2025","Type of user: Client > MW Menu: Clients > Sub-menu: Create","","",""
"","18225","User Signup: Free setup signup Completes Successfully","Chrome","Tue Mar 11 17:43:20 UTC 2025","passed","Tue Mar 11 17:43:38 UTC 2025","Sign Up","","",""
"","17082","User Signup: Godaddy partner code signup Completes Successfully","Chrome","Tue Mar 11 17:44:23 UTC 2025","passed","Tue Mar 11 17:44:40 UTC 2025","Sign Up","","",""
"","3724","User Signup: Regular signup - Accurate Setup Pricing Displayed","Chrome","Tue Mar 11 17:43:16 UTC 2025","passed","Tue Mar 11 17:43:20 UTC 2025","Sign Up","","",""
"","3180","User Signup: Free setup signup - Accurate Setup Pricing Displayed","Chrome","Tue Mar 11 17:43:38 UTC 2025","passed","Tue Mar 11 17:43:41 UTC 2025","Sign Up","","",""
"","15133","Authenticate ClientElite_1_Existing user","setup","Tue Mar 11 17:41:59 UTC 2025","passed","Tue Mar 11 17:42:14 UTC 2025","","","",""
"","14063","Authenticate ClientPlatinum_1_Existing user","setup","Tue Mar 11 17:41:59 UTC 2025","passed","Tue Mar 11 17:42:13 UTC 2025","","","",""
"","18081","User Signup: Elite account type signup Completes Successfully","Chrome","Tue Mar 11 17:44:43 UTC 2025","passed","Tue Mar 11 17:45:01 UTC 2025","Sign Up","","",""
"","7686","Create Lead - User: Client-Elite-1-Existing","Chrome","Tue Mar 11 17:42:50 UTC 2025","passed","Tue Mar 11 17:42:58 UTC 2025","Type of user: Client > MW Menu: Clients > Sub-menu: Create","","",""
"","14375","Create Agent - User: Client-Platinum-1-Existing","Chrome","Tue Mar 11 17:42:16 UTC 2025","passed","Tue Mar 11 17:42:30 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Users > Sub-menu: Agents","","",""
"","6347","Create Contact - User: Client-Elite-1-Existing","Chrome","Tue Mar 11 17:42:30 UTC 2025","passed","Tue Mar 11 17:42:36 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Contacts","","",""
"","6385","Delete All Agents - User: Client-Platinum-1-Existing","Chrome","Tue Mar 11 17:42:30 UTC 2025","passed","Tue Mar 11 17:42:37 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Users > Sub-menu: Agents","","",""
"","6236","Delete All Agents - User: Client-Elite-1-Existing","Chrome","Tue Mar 11 17:42:50 UTC 2025","passed","Tue Mar 11 17:42:56 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Users > Sub-menu: Agents","","",""
"","3102","User Signup: Hals-off signup - Accurate Setup Pricing Displayed","Chrome","Tue Mar 11 17:43:59 UTC 2025","passed","Tue Mar 11 17:44:02 UTC 2025","Sign Up","","",""
