"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4845","Create New Widget - Type: market-report - User: Client-Elite-1-Existing","Chrome","Wed May 28 15:25:52 UTC 2025","passed","Wed May 28 15:25:57 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Widgets > Sub-menu: New","","",""
"","7478","Create Contact - User: Client-Elite-1-Existing","Chrome","Wed May 28 15:20:11 UTC 2025","passed","Wed May 28 15:20:19 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Contacts","","",""
"","20329","Client can perform a search in Basic Search FE page and the number of results is 25 - User: Client-Engage-1-Existing","Chrome","Wed May 28 15:22:23 UTC 2025","passed","Wed May 28 15:22:43 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Global > Sub-menu: Results","","",""
"","5416","User Signup: Godaddy partner code signup - Accurate Setup Pricing Displayed","Chrome","Wed May 28 15:28:52 UTC 2025","passed","Wed May 28 15:28:58 UTC 2025","Sign Up","","",""
"","26611","User Signup: Lite account type signup Completes Successfully","Chrome","Wed May 28 15:29:20 UTC 2025","passed","Wed May 28 15:29:47 UTC 2025","Sign Up","","",""
"","5411","Save Other Settings - User: Client-Engage-1-Existing","Chrome","Wed May 28 15:21:34 UTC 2025","passed","Wed May 28 15:21:40 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Global","","",""
"","3589","Search by Agent ID","Chrome","Wed May 28 15:29:31 UTC 2025","passed","Wed May 28 15:29:34 UTC 2025","Type of user: Super User > MW Menu: Agent/Office > Sub-menu: Agent/Office/Listing Search","","",""
"","5074","Create New Widget - Type: virtual-showings - User: Client-Elite-1-Existing","Chrome","Wed May 28 15:25:57 UTC 2025","passed","Wed May 28 15:26:02 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Widgets > Sub-menu: New","","",""
"","9979","Client can perform a search in Basic Search FE page and the number of results is 25 - User: Client-Elite-1-Existing","Chrome","Wed May 28 15:22:59 UTC 2025","passed","Wed May 28 15:23:09 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Global > Sub-menu: Results","","",""
"","14672","Visual validation of the Address Search Fron Page - User: Client-Engage-1-Existing","Chrome","Wed May 28 15:24:01 UTC 2025","passed","Wed May 28 15:24:16 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Website","","",""
"","8218","Create Search Page - User: Client-Elite-1-Existing","Chrome","Wed May 28 15:23:50 UTC 2025","passed","Wed May 28 15:23:58 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Website","","",""
"","13714","Client can perform a search in Map Search FE page and the number of results is 100 - User: Client-Engage-1-Existing","Chrome","Wed May 28 15:22:32 UTC 2025","passed","Wed May 28 15:22:46 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Global > Sub-menu: Results","","",""
"","7668","Configure all Your Properties settings and verify they are saved - User: engage_new","Chrome","Wed May 28 15:23:43 UTC 2025","passed","Wed May 28 15:23:50 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Global","","",""
"","6482","Delete All Contacts - User: Client-Engage-1-Existing","Chrome","Wed May 28 15:20:18 UTC 2025","passed","Wed May 28 15:20:25 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Contacts","","",""
