"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5623","Delete All Contacts - User: Client-Elite-1-Existing","Chrome","Mon Mar 10 20:15:24 UTC 2025","passed","Mon Mar 10 20:15:29 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Contacts","","",""
"","2985","User Signup: Free setup signup - Accurate Setup Pricing Displayed","Chrome","Mon Mar 10 20:16:24 UTC 2025","passed","Mon Mar 10 20:16:27 UTC 2025","Sign Up","","",""
"","6269","Delete All Agents - User: Client-Platinum-1-Existing","Chrome","Mon Mar 10 20:15:21 UTC 2025","passed","Mon Mar 10 20:15:27 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Users > Sub-menu: Agents","","",""
"","12116","Authenticate ClientPlatinum_1_Existing user","setup","Mon Mar 10 20:14:51 UTC 2025","passed","Mon Mar 10 20:15:03 UTC 2025","","","",""
"","8893","Create Lead - User: Client-Elite-1-Existing","Chrome","Mon Mar 10 20:15:39 UTC 2025","passed","Mon Mar 10 20:15:48 UTC 2025","Type of user: Client > MW Menu: Clients > Sub-menu: Create","","",""
"","2897","User Signup: Lite account type signup - Accurate Setup Pricing Displayed","Chrome","Mon Mar 10 20:18:04 UTC 2025","passed","Mon Mar 10 20:18:06 UTC 2025","Sign Up","","",""
"","20823","User Signup: Regular signup Completes Successfully","Chrome","Mon Mar 10 20:15:43 UTC 2025","passed","Mon Mar 10 20:16:04 UTC 2025","Sign Up","","",""
"","17417","User Signup: Free setup signup Completes Successfully","Chrome","Mon Mar 10 20:16:07 UTC 2025","passed","Mon Mar 10 20:16:24 UTC 2025","Sign Up","","",""
"","16640","User Signup: Developer partner code signup Completes Successfully","Chrome","Mon Mar 10 20:16:47 UTC 2025","passed","Mon Mar 10 20:17:03 UTC 2025","Sign Up","","",""
"","16806","User Signup: Hals-off signup Completes Successfully","Chrome","Mon Mar 10 20:16:27 UTC 2025","passed","Mon Mar 10 20:16:44 UTC 2025","Sign Up","","",""
"","6025","Delete All Contacts - User: Client-Platinum-1-Existing","Chrome","Mon Mar 10 20:15:13 UTC 2025","passed","Mon Mar 10 20:15:19 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Contacts","","",""
"","9462","Create Lead - User: Client-Platinum-1-Existing","Chrome","Mon Mar 10 20:15:29 UTC 2025","passed","Mon Mar 10 20:15:39 UTC 2025","Type of user: Client > MW Menu: Clients > Sub-menu: Create","","",""
"","17320","User Signup: Lite account type signup Completes Successfully","Chrome","Mon Mar 10 20:17:46 UTC 2025","passed","Mon Mar 10 20:18:04 UTC 2025","Sign Up","","",""
"","2673","User Signup: Regular signup - Accurate Setup Pricing Displayed","Chrome","Mon Mar 10 20:16:04 UTC 2025","passed","Mon Mar 10 20:16:07 UTC 2025","Sign Up","","",""
"","6802","Create Contact - User: Client-Platinum-1-Existing","Chrome","Mon Mar 10 20:15:06 UTC 2025","passed","Mon Mar 10 20:15:13 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Contacts","","",""
"","3002","User Signup: Godaddy partner code signup - Accurate Setup Pricing Displayed","Chrome","Mon Mar 10 20:17:23 UTC 2025","passed","Mon Mar 10 20:17:26 UTC 2025","Sign Up","","",""
"","11369","Create Agent - User: Client-Elite-1-Existing","Chrome","Mon Mar 10 20:15:27 UTC 2025","passed","Mon Mar 10 20:15:39 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Users > Sub-menu: Agents","","",""
"","2832","User Signup: Developer partner code signup - Accurate Setup Pricing Displayed","Chrome","Mon Mar 10 20:17:03 UTC 2025","passed","Mon Mar 10 20:17:06 UTC 2025","Sign Up","","",""
"","4777","Create Contact - User: Client-Elite-1-Existing","Chrome","Mon Mar 10 20:15:19 UTC 2025","passed","Mon Mar 10 20:15:24 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Contacts","","",""
"","13563","Authenticate ClientElite_1_Existing user","setup","Mon Mar 10 20:14:51 UTC 2025","passed","Mon Mar 10 20:15:05 UTC 2025","","","",""
"","2786","User Signup: Hals-off signup - Accurate Setup Pricing Displayed","Chrome","Mon Mar 10 20:16:44 UTC 2025","passed","Mon Mar 10 20:16:47 UTC 2025","Sign Up","","",""
"","16871","User Signup: Godaddy partner code signup Completes Successfully","Chrome","Mon Mar 10 20:17:06 UTC 2025","passed","Mon Mar 10 20:17:23 UTC 2025","Sign Up","","",""
"","2887","User Signup: Elite account type signup - Accurate Setup Pricing Displayed","Chrome","Mon Mar 10 20:17:43 UTC 2025","passed","Mon Mar 10 20:17:46 UTC 2025","Sign Up","","",""
"","4758","Delete All Agents - User: Client-Elite-1-Existing","Chrome","Mon Mar 10 20:15:39 UTC 2025","passed","Mon Mar 10 20:15:43 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Users > Sub-menu: Agents","","",""
"","17158","User Signup: Elite account type signup Completes Successfully","Chrome","Mon Mar 10 20:17:26 UTC 2025","passed","Mon Mar 10 20:17:43 UTC 2025","Sign Up","","",""
"","14562","Create Agent - User: Client-Platinum-1-Existing","Chrome","Mon Mar 10 20:15:06 UTC 2025","passed","Mon Mar 10 20:15:21 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Users > Sub-menu: Agents","","",""
