"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9477","Client creation: engage Completes Successfully","Chrome","Fri May 16 00:54:24 UTC 2025","passed","Fri May 16 00:54:34 UTC 2025","Type of user: Super User > MW Menu: Clients > Sub-menu: Create Client > Testing with engage_signup","","",""
"","20135","User Signup: Developer partner code signup Completes Successfully","Chrome","Fri May 16 00:53:23 UTC 2025","passed","Fri May 16 00:53:43 UTC 2025","Sign Up","","",""
"","5334","Create New Widget - Type: ai-smart-search - User: Client-Elite-1-Existing","Chrome","Fri May 16 00:51:08 UTC 2025","passed","Fri May 16 00:51:13 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Widgets > Sub-menu: New","","",""
"","6776","Create Lead - User: Client-Engage-1-Existing","Chrome","Fri May 16 00:52:09 UTC 2025","passed","Fri May 16 00:52:15 UTC 2025","Type of user: Client > MW Menu: Leads > Sub-menu: Create","","",""
"","6331","Configure all Your Properties settings and verify they are saved - User: engage_new","Chrome","Fri May 16 00:49:22 UTC 2025","passed","Fri May 16 00:49:29 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Global","","",""
"","5146","Delete All Agents - User: Client-Engage-1-Existing","Chrome","Fri May 16 00:46:42 UTC 2025","passed","Fri May 16 00:46:47 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Users > Sub-menu: Agents","","",""
"","9918","Authenticate ClientElite_1_Existing user","setup","Fri May 16 00:45:20 UTC 2025","passed","Fri May 16 00:45:29 UTC 2025","","","",""
"","10655","Create Agent - User: Client-Elite-1-Existing","Chrome","Fri May 16 00:46:31 UTC 2025","passed","Fri May 16 00:46:42 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Users > Sub-menu: Agents","","",""
"","5949","Client can perform a search in Basic Search FE page and the number of results is 25 - User: Client-Core-1-Existing","Chrome","Fri May 16 00:49:01 UTC 2025","passed","Fri May 16 00:49:07 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Global > Sub-menu: Results","","",""
"","21447","User Signup: Hals-off signup Completes Successfully","Chrome","Fri May 16 00:53:12 UTC 2025","passed","Fri May 16 00:53:33 UTC 2025","Sign Up","","",""
"","5405","Delete created Search Page - User: Client-Engage-1-Existing","Chrome","Fri May 16 00:49:34 UTC 2025","passed","Fri May 16 00:49:40 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Website","","",""
"","9533","Authenticate ClientEngage_2_Existing user","setup","Fri May 16 00:45:30 UTC 2025","passed","Fri May 16 00:45:39 UTC 2025","","","",""
"","5580","Create Lead - User: Client-Elite-1-Existing","Chrome","Fri May 16 00:52:16 UTC 2025","passed","Fri May 16 00:52:21 UTC 2025","Type of user: Client > MW Menu: Leads > Sub-menu: Create","","",""
"","10150","Visual validation of the Address Search Fron Page - User: Client-Elite-1-Existing","Chrome","Fri May 16 00:49:41 UTC 2025","passed","Fri May 16 00:49:51 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Website","","",""
"","21386","Create Saved Link - User: Client-Engage-1-Existing","Chrome","Fri May 16 00:50:14 UTC 2025","passed","Fri May 16 00:50:35 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Website > Sub-menu: Saved Links","","",""
"","20577","User Signup: Lite account type signup Completes Successfully","Chrome","Fri May 16 00:54:00 UTC 2025","passed","Fri May 16 00:54:21 UTC 2025","Sign Up","","",""
"","4374","Save Other Settings - User: Client-Engage-1-Existing","Chrome","Fri May 16 00:47:16 UTC 2025","passed","Fri May 16 00:47:21 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Global","","",""
"","26960","Create New Widget - Type: prime-map-search - User: Client-Engage-1-Existing","Chrome","Fri May 16 00:51:32 UTC 2025","failed","Fri May 16 00:51:59 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Widgets > Sub-menu: New","","",""
"","11456","Enable Request Registration at page level and validate it on the FE page - User: Client-Elite-1-Existing","Chrome","Fri May 16 00:49:52 UTC 2025","passed","Fri May 16 00:50:03 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Website","","",""
"","23141","Disclaimer is displayed in Advanced Search FE page and Details Listing FE page - User: Client-Engage-1-Existing","Chrome","Fri May 16 00:52:33 UTC 2025","passed","Fri May 16 00:52:56 UTC 2025","Type of user: Client > Front End Pages","","",""
"","8981","Client can perform a search in Basic Search FE page and the number of results is 25 - User: Client-Elite-1-Existing","Chrome","Fri May 16 00:48:33 UTC 2025","passed","Fri May 16 00:48:42 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Global > Sub-menu: Results","","",""
"","15417","Create Showcase Legacy Widget with Custom Search - User: Client-Engage-1-Existing","Chrome","Fri May 16 00:50:35 UTC 2025","passed","Fri May 16 00:50:51 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Widgets > Sub-menu: Legacy","","",""
"","5936","Create New Widget - Type: listings-carousel - User: Client-Elite-1-Existing","Chrome","Fri May 16 00:51:24 UTC 2025","passed","Fri May 16 00:51:29 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Widgets > Sub-menu: New","","",""
"","4404","Delete All Contacts - User: Client-Engage-1-Existing","Chrome","Fri May 16 00:46:15 UTC 2025","passed","Fri May 16 00:46:20 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Contacts","","",""
"","3213","User Signup: Lite account type signup - Accurate Setup Pricing Displayed","Chrome","Fri May 16 00:54:07 UTC 2025","passed","Fri May 16 00:54:10 UTC 2025","Sign Up","","",""
"","3391","User Signup: Elite account type signup - Accurate Setup Pricing Displayed","Chrome","Fri May 16 00:53:57 UTC 2025","passed","Fri May 16 00:54:00 UTC 2025","Sign Up","","",""
"","3363","User Signup: Developer partner code signup - Accurate Setup Pricing Displayed","Chrome","Fri May 16 00:53:33 UTC 2025","passed","Fri May 16 00:53:37 UTC 2025","Sign Up","","",""
"","7192","Create Search Page - User: Client-Elite-1-Existing","Chrome","Fri May 16 00:49:29 UTC 2025","passed","Fri May 16 00:49:36 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Website","","",""
"","5097","Create New Widget - Type: market-report - User: Client-Elite-1-Existing","Chrome","Fri May 16 00:51:13 UTC 2025","passed","Fri May 16 00:51:18 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Widgets > Sub-menu: New","","",""
"","4422","Save Social Settings - User: Client-Engage-1-Existing","Chrome","Fri May 16 00:47:12 UTC 2025","passed","Fri May 16 00:47:16 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Global","","",""
"","4905","Search by Agent Name","Chrome","Fri May 16 00:54:10 UTC 2025","passed","Fri May 16 00:54:15 UTC 2025","Type of user: Super User > MW Menu: Agent/Office > Sub-menu: Agent/Office/Listing Search","","",""
"","6890","Client can perform a search in Map Search FE page and the number of results is 100 - User: Client-Core-1-Existing","Chrome","Fri May 16 00:49:07 UTC 2025","passed","Fri May 16 00:49:14 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Global > Sub-menu: Results","","",""
"","273","Edit County List, Verify in FE, and Revert - Client: Client-Engage-2-Existing","Chrome","Fri May 16 00:47:41 UTC 2025","skipped","Fri May 16 00:47:41 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Locations","","",""
"","6270","Create Supplemental Listing - User: Client-Engage-1-Existing","Chrome","Fri May 16 00:52:21 UTC 2025","passed","Fri May 16 00:52:27 UTC 2025","Type of user: Client > MW Menu: Listings > Sub-menu: Supplemental","","",""
