"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6403","Create New Wdiget - Type: market-report - User: Client-Engage-1-Existing","Chrome","Wed Apr 23 15:30:50 UTC 2025","passed","Wed Apr 23 15:30:56 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Widgets > Sub-menu: New","","",""
"","5075","Save Mobile Settings - User: Client-Engage-1-Existing","Chrome","Wed Apr 23 15:28:40 UTC 2025","passed","Wed Apr 23 15:28:45 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Global","","",""
"","5994","Delete All Contacts - User: Client-Engage-1-Existing","Chrome","Wed Apr 23 15:27:38 UTC 2025","passed","Wed Apr 23 15:27:44 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Contacts","","",""
"","8424","Create Supplemental Listing - User: Client-Elite-1-Existing","Chrome","Wed Apr 23 15:31:46 UTC 2025","passed","Wed Apr 23 15:31:55 UTC 2025","Type of user: Client > MW Menu: Listings > Sub-menu: Supplemental","","",""
"","4621","Save Your Properties Settings - User: Client-Engage-1-Existing","Chrome","Wed Apr 23 15:28:25 UTC 2025","passed","Wed Apr 23 15:28:30 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Global","","",""
"","20065","Create Showcase Legacy Widget with Custom Search - User: Client-Elite-1-Existing","Chrome","Wed Apr 23 15:30:24 UTC 2025","passed","Wed Apr 23 15:30:45 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Widgets > Sub-menu: Legacy","","",""
"","7228","Single Query search - Resource: Property - Class: Property - Limit 1 run first chunk","Chrome","Wed Apr 23 15:33:08 UTC 2025","passed","Wed Apr 23 15:33:16 UTC 2025","Type of user: Super User > MW Menu: MLS > Sub-menu: Data > Sub-menu: MLS Data Explorer","","",""
"","4946","Search by Agent Name","Chrome","Wed Apr 23 15:32:25 UTC 2025","passed","Wed Apr 23 15:32:30 UTC 2025","Type of user: Super User > MW Menu: Agent/Office > Sub-menu: Agent/Office/Listing Search","","",""
"","3651","New client has API key and can make API requests - User: Engage New","Chrome","Wed Apr 23 15:31:06 UTC 2025","passed","Wed Apr 23 15:31:10 UTC 2025","Type of user: Client > MW Menu: Home > Sub-menu: Access Control","","",""
"","10813","Visual validation of the Address Search Fron Page - User: Client-Elite-1-Existing","Chrome","Wed Apr 23 15:29:52 UTC 2025","passed","Wed Apr 23 15:30:03 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Website","","",""
"","13307","Client can Upgrade and Downgrade multi user level - User: Engage New","Chrome","Wed Apr 23 15:27:45 UTC 2025","passed","Wed Apr 23 15:27:58 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Upgrade","","",""
