"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5982","Save Map Settings - User: Client-Engage-1-Existing","Chrome","Thu Apr 24 21:01:39 UTC 2025","passed","Thu Apr 24 21:01:45 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Global","","",""
"","4725","New client can revoke and create new code - User: Engage New","Chrome","Thu Apr 24 21:05:00 UTC 2025","passed","Thu Apr 24 21:05:04 UTC 2025","Type of user: Client > MW Menu: Home > Sub-menu: Access Control","","",""
"","13812","Create New Wdiget - Type: listings-carousel - User: Client-Engage-1-Existing","Chrome","Thu Apr 24 21:04:53 UTC 2025","passed","Thu Apr 24 21:05:07 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Widgets > Sub-menu: New","","",""
"","11255","Disable Request Registration at page level and validate it on the FE page - User: Client-Engage-1-Existing","Chrome","Thu Apr 24 21:03:26 UTC 2025","passed","Thu Apr 24 21:03:38 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Website","","",""
"","11555","Create New Wdiget - Type: prime-map-search - User: Client-Engage-1-Existing","Chrome","Thu Apr 24 21:05:26 UTC 2025","passed","Thu Apr 24 21:05:37 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Widgets > Sub-menu: New","","",""
"","12038","Search by Office Name","Chrome","Thu Apr 24 21:06:17 UTC 2025","passed","Thu Apr 24 21:06:29 UTC 2025","Type of user: Super User > MW Menu: Agent/Office > Sub-menu: Agent/Office/Listing Search","","",""
"","326","User Signup: Hals-off signup - Accurate Setup Pricing Displayed","Chrome","Thu Apr 24 21:06:02 UTC 2025","skipped","Thu Apr 24 21:06:03 UTC 2025","Sign Up","","",""
"","11422","Create Supplemental Listing - User: Client-Elite-1-Existing","Chrome","Thu Apr 24 21:05:48 UTC 2025","passed","Thu Apr 24 21:06:00 UTC 2025","Type of user: Client > MW Menu: Listings > Sub-menu: Supplemental","","",""
"","11357","Create Supplemental Listing - User: Client-Engage-1-Existing","Chrome","Thu Apr 24 21:05:37 UTC 2025","passed","Thu Apr 24 21:05:48 UTC 2025","Type of user: Client > MW Menu: Listings > Sub-menu: Supplemental","","",""
"","11272","Authenticate ClientElite_1_Existing user","setup","Thu Apr 24 20:59:41 UTC 2025","passed","Thu Apr 24 20:59:52 UTC 2025","","","",""
"","17571","Set Map, Great Schools and Walk Score in Details Global Settings and verify in FE page - User: engage_new","Chrome","Thu Apr 24 21:01:26 UTC 2025","passed","Thu Apr 24 21:01:44 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Global","","",""
"","636","User Signup: Lite account type signup - Accurate Setup Pricing Displayed","Chrome","Thu Apr 24 21:06:05 UTC 2025","skipped","Thu Apr 24 21:06:06 UTC 2025","Sign Up","","",""
"","12467","Single Query search - Resource: Property - Class: Property - Limit 1 run first chunk","Chrome","Thu Apr 24 21:06:42 UTC 2025","passed","Thu Apr 24 21:06:55 UTC 2025","Type of user: Super User > MW Menu: MLS > Sub-menu: Data > Sub-menu: MLS Data Explorer","","",""
"","4936","Delete All Contacts - User: Client-Elite-1-Existing","Chrome","Thu Apr 24 21:00:50 UTC 2025","passed","Thu Apr 24 21:00:55 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Contacts","","",""
"","10695","Create New Wdiget - Type: virtual-showings - User: Client-Engage-1-Existing","Chrome","Thu Apr 24 21:04:42 UTC 2025","passed","Thu Apr 24 21:04:53 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Widgets > Sub-menu: New","","",""
"","536","User Signup: Free setup signup Completes Successfully","Chrome","Thu Apr 24 21:06:01 UTC 2025","skipped","Thu Apr 24 21:06:01 UTC 2025","Sign Up","","",""
"","12610","Create New Wdiget - Type: market-report - User: Client-Engage-1-Existing","Chrome","Thu Apr 24 21:04:30 UTC 2025","passed","Thu Apr 24 21:04:42 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Widgets > Sub-menu: New","","",""
"","9014","Client can modify and save branding colors. Branding colors are displayed as expected in FE search page - Client: engage_new","Chrome","Thu Apr 24 21:01:15 UTC 2025","failed","Thu Apr 24 21:01:24 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Branding - Colors","","",""
"","9101","Create New Wdiget - Type: ai-smart-search - User: Client-Engage-1-Existing","Chrome","Thu Apr 24 21:04:20 UTC 2025","passed","Thu Apr 24 21:04:30 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Widgets > Sub-menu: New","","",""
"","5509","Delete created Search Page - User: Client-Engage-1-Existing","Chrome","Thu Apr 24 21:02:30 UTC 2025","passed","Thu Apr 24 21:02:36 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Website","","",""
"","5039","Save Mobile Settings - User: Client-Engage-1-Existing","Chrome","Thu Apr 24 21:02:00 UTC 2025","passed","Thu Apr 24 21:02:05 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Global","","",""
"","7704","Save Search Settings and verify ""Minimum Price"" and Maximum Price"" in FE page - User: engage_new","Chrome","Thu Apr 24 21:02:10 UTC 2025","passed","Thu Apr 24 21:02:18 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Global","","",""
"","10594","Create New Wdiget - Type: listings-showcase - User: Client-Elite-1-Existing","Chrome","Thu Apr 24 21:06:12 UTC 2025","passed","Thu Apr 24 21:06:23 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Widgets > Sub-menu: New","","",""
"","8814","Create New Wdiget - Type: ai-smart-search - User: Client-Elite-1-Existing","Chrome","Thu Apr 24 21:05:37 UTC 2025","passed","Thu Apr 24 21:05:46 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Widgets > Sub-menu: New","","",""
"","4570","Delete All Agents - User: Client-Elite-1-Existing","Chrome","Thu Apr 24 21:01:24 UTC 2025","passed","Thu Apr 24 21:01:28 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Users > Sub-menu: Agents","","",""
"","14463","Client creation: engage Completes Successfully","Chrome","Thu Apr 24 21:06:50 UTC 2025","passed","Thu Apr 24 21:07:04 UTC 2025","Type of user: Super User > MW Menu: Clients > Sub-menu: Create Client > Testing with engage_signup","","",""
"","13209","Search by Office ID","Chrome","Thu Apr 24 21:06:29 UTC 2025","passed","Thu Apr 24 21:06:42 UTC 2025","Type of user: Super User > MW Menu: Agent/Office > Sub-menu: Agent/Office/Listing Search","","",""
"","6320","Search by Agent Name","Chrome","Thu Apr 24 21:06:06 UTC 2025","passed","Thu Apr 24 21:06:12 UTC 2025","Type of user: Super User > MW Menu: Agent/Office > Sub-menu: Agent/Office/Listing Search","","",""
"","5988","Create Contact - User: Client-Engage-1-Existing","Chrome","Thu Apr 24 21:00:35 UTC 2025","passed","Thu Apr 24 21:00:41 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Contacts","","",""
"","426","User Signup: Free setup signup - Accurate Setup Pricing Displayed","Chrome","Thu Apr 24 21:06:01 UTC 2025","skipped","Thu Apr 24 21:06:02 UTC 2025","Sign Up","","",""
"","5425","Save Email Settings - User: Client-Engage-1-Existing","Chrome","Thu Apr 24 21:01:50 UTC 2025","passed","Thu Apr 24 21:01:55 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Global","","",""
"","5500","Delete created Search Page - User: Client-Elite-1-Existing","Chrome","Thu Apr 24 21:02:45 UTC 2025","passed","Thu Apr 24 21:02:50 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Website","","",""
"","4226","Save Results Settings - User: Client-Engage-1-Existing","Chrome","Thu Apr 24 21:01:28 UTC 2025","passed","Thu Apr 24 21:01:33 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Global","","",""
"","4739","Delete All Agents - User: Client-Engage-1-Existing","Chrome","Thu Apr 24 21:01:07 UTC 2025","passed","Thu Apr 24 21:01:12 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Users > Sub-menu: Agents","","",""
"","24928","Create Showcase Legacy Widget with Custom Search - User: Client-Elite-1-Existing","Chrome","Thu Apr 24 21:04:27 UTC 2025","passed","Thu Apr 24 21:04:52 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Widgets > Sub-menu: Legacy","","",""
"","12431","Enable Request Registration at page level and validate it on the FE page - User: Client-Elite-1-Existing","Chrome","Thu Apr 24 21:03:38 UTC 2025","passed","Thu Apr 24 21:03:50 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Website","","",""
"","10416","Set Map Refresh Behavior and Desktop Clustering in Global Settings and verify in FE page - User: engage_new","Chrome","Thu Apr 24 21:01:44 UTC 2025","passed","Thu Apr 24 21:01:54 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Global","","",""
"","12142","Create Agent - User: Client-Engage-1-Existing","Chrome","Thu Apr 24 21:00:55 UTC 2025","passed","Thu Apr 24 21:01:07 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Users > Sub-menu: Agents","","",""
"","19905","Create Lead - User: Client-Engage-1-Existing","Chrome","Thu Apr 24 21:05:05 UTC 2025","passed","Thu Apr 24 21:05:24 UTC 2025","Type of user: Client > MW Menu: Leads > Sub-menu: Create","","",""
"","40898","Set Default Number of Properties Per Page in Results Search Settings and verify in FE page - User: engage_new","Chrome","Thu Apr 24 21:02:39 UTC 2025","failed","Thu Apr 24 21:03:20 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Global","","",""
"","8373","Visual validation of the Address Search Fron Page - User: Client-Elite-1-Existing","Chrome","Thu Apr 24 21:03:03 UTC 2025","passed","Thu Apr 24 21:03:11 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Website","","",""
"","220","User Signup: Developer partner code signup - Accurate Setup Pricing Displayed","Chrome","Thu Apr 24 21:06:03 UTC 2025","skipped","Thu Apr 24 21:06:03 UTC 2025","Sign Up","","",""
"","27781","Create Showcase Legacy Widget with Custom Search - User: Client-Engage-1-Existing","Chrome","Thu Apr 24 21:03:59 UTC 2025","passed","Thu Apr 24 21:04:27 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Widgets > Sub-menu: Legacy","","",""
"","4919","Save Your Properties Settings - User: Client-Engage-1-Existing","Chrome","Thu Apr 24 21:01:45 UTC 2025","passed","Thu Apr 24 21:01:50 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Global","","",""
"","4778","Create Contact - User: Client-Elite-1-Existing","Chrome","Thu Apr 24 21:00:45 UTC 2025","passed","Thu Apr 24 21:00:50 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Contacts","","",""
"","298","User Signup: Developer partner code signup Completes Successfully","Chrome","Thu Apr 24 21:06:03 UTC 2025","skipped","Thu Apr 24 21:06:03 UTC 2025","Sign Up","","",""
"","541","User Signup: Regular signup - Accurate Setup Pricing Displayed","Chrome","Thu Apr 24 21:06:00 UTC 2025","skipped","Thu Apr 24 21:06:01 UTC 2025","Sign Up","","",""
"","12463","Create Lead - User: Client-Elite-1-Existing","Chrome","Thu Apr 24 21:05:24 UTC 2025","passed","Thu Apr 24 21:05:37 UTC 2025","Type of user: Client > MW Menu: Leads > Sub-menu: Create","","",""
"","6381","Save Details Settings - User: Client-Engage-1-Existing","Chrome","Thu Apr 24 21:01:33 UTC 2025","passed","Thu Apr 24 21:01:39 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Global","","",""
