"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5122","Save Search Settings - User: Client-Engage-1-Existing","Chrome","Tue Apr 22 17:37:03 UTC 2025","passed","Tue Apr 22 17:37:08 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Global","","",""
"","25783","User Signup: Free setup signup Completes Successfully","Chrome","Tue Apr 22 17:41:23 UTC 2025","passed","Tue Apr 22 17:41:49 UTC 2025","Sign Up","","",""
"","5775","New client can revoke and create new code - User: Engage New","Chrome","Tue Apr 22 17:40:10 UTC 2025","passed","Tue Apr 22 17:40:15 UTC 2025","Type of user: Client > MW Menu: Home > Sub-menu: Access Control","","",""
"","15287","Create New Wdiget - Type: prime-map-search - User: Client-Engage-1-Existing","Chrome","Tue Apr 22 17:40:46 UTC 2025","passed","Tue Apr 22 17:41:02 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Widgets > Sub-menu: New","","",""
"","11275","Create New Wdiget - Type: listings-carousel - User: Client-Elite-1-Existing","Chrome","Tue Apr 22 17:41:19 UTC 2025","passed","Tue Apr 22 17:41:31 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Widgets > Sub-menu: New","","",""
"","3333","User Signup: Lite account type signup - Accurate Setup Pricing Displayed","Chrome","Tue Apr 22 17:44:09 UTC 2025","passed","Tue Apr 22 17:44:12 UTC 2025","Sign Up","","",""
"","26963","User Signup: Hals-off signup Completes Successfully","Chrome","Tue Apr 22 17:41:54 UTC 2025","passed","Tue Apr 22 17:42:21 UTC 2025","Sign Up","","",""
"","23004","User Signup: Elite account type signup Completes Successfully","Chrome","Tue Apr 22 17:43:18 UTC 2025","passed","Tue Apr 22 17:43:41 UTC 2025","Sign Up","","",""
"","2851","User Signup: Developer partner code signup - Accurate Setup Pricing Displayed","Chrome","Tue Apr 22 17:42:49 UTC 2025","passed","Tue Apr 22 17:42:52 UTC 2025","Sign Up","","",""
"","24569","User Signup: Developer partner code signup Completes Successfully","Chrome","Tue Apr 22 17:42:24 UTC 2025","passed","Tue Apr 22 17:42:49 UTC 2025","Sign Up","","",""
