"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4830","Create New Widget - Type: virtual-showings - User: Client-Engage-1-Existing","Chrome","Fri May 23 19:34:37 UTC 2025","passed","Fri May 23 19:34:42 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Widgets > Sub-menu: New","","",""
"","10035","Authenticate ClientCore_1_Existing user","setup","Fri May 23 19:29:55 UTC 2025","passed","Fri May 23 19:30:05 UTC 2025","","","",""
"","2961","New client has API key and can make API requests - User: Engage New","Chrome","Fri May 23 19:35:37 UTC 2025","passed","Fri May 23 19:35:40 UTC 2025","Type of user: Client > MW Menu: Home > Sub-menu: Access Control","","",""
"","2508","User Signup: Developer partner code signup - Accurate Setup Pricing Displayed","Chrome","Fri May 23 19:36:52 UTC 2025","passed","Fri May 23 19:36:55 UTC 2025","Sign Up","","",""
"","8027","Should change property types order and verify it on front-end search page - User: Client-Engage-New","Chrome","Fri May 23 19:32:14 UTC 2025","passed","Fri May 23 19:32:22 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: MLS","","",""
"","3707","Create Lead - User: Client-Elite-1-Existing","Chrome","Fri May 23 19:35:46 UTC 2025","passed","Fri May 23 19:35:50 UTC 2025","Type of user: Client > MW Menu: Leads > Sub-menu: Create","","",""
"","349","Client can perform a search in Email Update Sign Up Search FE page and the number of results is 25 - User: Client-Elite-1-Existing","Chrome","Fri May 23 19:33:08 UTC 2025","skipped","Fri May 23 19:33:08 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Global > Sub-menu: Results","","",""
"","7780","Authenticate ClientElite_1_Existing user","setup","Fri May 23 19:30:06 UTC 2025","passed","Fri May 23 19:30:14 UTC 2025","","","",""
"","18782","User Signup: Hals-off signup Completes Successfully","Chrome","Fri May 23 19:36:33 UTC 2025","passed","Fri May 23 19:36:52 UTC 2025","Sign Up","","",""
"","2437","User Signup: Lite account type signup - Accurate Setup Pricing Displayed","Chrome","Fri May 23 19:37:21 UTC 2025","passed","Fri May 23 19:37:23 UTC 2025","Sign Up","","",""
"","8643","Client can Upgrade and Downgrade multi user level - User: Client-Engage-New","Chrome","Fri May 23 19:30:59 UTC 2025","passed","Fri May 23 19:31:08 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Upgrade - User: Client-Engage-New","","",""
"","14498","Client can perform a search in Basic Search FE page and the number of results is 25 - User: Client-Engage-1-Existing","Chrome","Fri May 23 19:32:30 UTC 2025","passed","Fri May 23 19:32:45 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Global > Sub-menu: Results","","",""
