"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5367","Delete All Agents - User: Client-Platinum-1-Existing","Chrome","Mon Apr 07 16:22:45 UTC 2025","passed","Mon Apr 07 16:22:50 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Users > Sub-menu: Agents","","",""
"","5216","Delete All Contacts - User: Client-Elite-1-Existing","Chrome","Mon Apr 07 16:22:26 UTC 2025","passed","Mon Apr 07 16:22:31 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Contacts","","",""
"","28712","User Signup: Free setup signup Completes Successfully","Chrome","Mon Apr 07 16:25:43 UTC 2025","passed","Mon Apr 07 16:26:11 UTC 2025","Sign Up","","",""
"","11168","Client creation: engage Completes Successfully","Chrome","Mon Apr 07 16:26:20 UTC 2025","passed","Mon Apr 07 16:26:31 UTC 2025","Type of user: Super User > MW Menu: Clients > Sub-menu: Create Client > Testing with engage_signup","","",""
"","6693","Delete created Search Page - User: Client-Platinum-1-Existing","Chrome","Mon Apr 07 16:23:16 UTC 2025","passed","Mon Apr 07 16:23:23 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Website","","",""
"","20929","User Signup: Lite account type signup Completes Successfully","Chrome","Mon Apr 07 16:28:01 UTC 2025","passed","Mon Apr 07 16:28:22 UTC 2025","Sign Up","","",""
"","4557","Save Results Settings - User: Client-Platinum-1-Existing","Chrome","Mon Apr 07 16:22:39 UTC 2025","passed","Mon Apr 07 16:22:43 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Global","","",""
"","11331","Authenticate ClientElite_1_Existing user","setup","Mon Apr 07 16:21:25 UTC 2025","passed","Mon Apr 07 16:21:37 UTC 2025","","","",""
"","35140","Create Saved Link - User: Client-Elite-1-Existing","Chrome","Mon Apr 07 16:23:56 UTC 2025","passed","Mon Apr 07 16:24:31 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Website > Sub-menu: Saved Links","","",""
"","13852","Create New Wdiget - Type: prime-map-search - User: Client-Elite-1-Existing","Chrome","Mon Apr 07 16:25:35 UTC 2025","passed","Mon Apr 07 16:25:49 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Widgets > Sub-menu: New","","",""
"","2881","New client has API key and can make API requests - User: Engage New","Chrome","Mon Apr 07 16:24:31 UTC 2025","passed","Mon Apr 07 16:24:34 UTC 2025","Type of user: Client > MW Menu: Home > Sub-menu: Access Control","","",""
"","6410","Create New Wdiget - Type: market-report - User: Client-Platinum-1-Existing","Chrome","Mon Apr 07 16:24:21 UTC 2025","passed","Mon Apr 07 16:24:27 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Widgets > Sub-menu: New","","",""
"","2825","User Signup: Godaddy partner code signup - Accurate Setup Pricing Displayed","Chrome","Mon Apr 07 16:27:34 UTC 2025","passed","Mon Apr 07 16:27:36 UTC 2025","Sign Up","","",""
"","11580","Client can Upgrade and Downgrade multi user level - User: Engage New","Chrome","Mon Apr 07 16:22:22 UTC 2025","passed","Mon Apr 07 16:22:33 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Upgrade","","",""
"","4700","User Signup: Regular signup - Accurate Setup Pricing Displayed","Chrome","Mon Apr 07 16:25:38 UTC 2025","passed","Mon Apr 07 16:25:43 UTC 2025","Sign Up","","",""
"","22336","Authenticate SuperUser user and create a new client","setup","Mon Apr 07 16:21:37 UTC 2025","passed","Mon Apr 07 16:21:59 UTC 2025","","","",""
"","8069","Create Supplemental Listing - User: Client-Elite-1-Existing","Chrome","Mon Apr 07 16:25:03 UTC 2025","passed","Mon Apr 07 16:25:11 UTC 2025","Type of user: Client > MW Menu: Listings > Sub-menu: Supplemental","","",""
