"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16174","Create Showcase Legacy Widget with Custom Search - User: Client-Engage-1-Existing","Chrome","Fri May 09 23:14:00 UTC 2025","passed","Fri May 09 23:14:16 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Widgets > Sub-menu: Legacy","","",""
"","23208","Should change property types order and verify it on front-end search page - User: Client-Engage-New","Chrome","Fri May 09 23:11:54 UTC 2025","passed","Fri May 09 23:12:17 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: MLS","","",""
"","8162","Create Lead - User: Client-Engage-1-Existing","Chrome","Fri May 09 23:15:34 UTC 2025","passed","Fri May 09 23:15:43 UTC 2025","Type of user: Client > MW Menu: Leads > Sub-menu: Create","","",""
"","346","User Signup: Elite account type signup Completes Successfully","Chrome","Fri May 09 23:16:05 UTC 2025","skipped","Fri May 09 23:16:06 UTC 2025","Sign Up","","",""
"","24498","Create New Wdiget - Type: prime-map-search - User: Client-Engage-1-Existing","Chrome","Fri May 09 23:15:00 UTC 2025","failed","Fri May 09 23:15:24 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Widgets > Sub-menu: New","","",""
"","12573","Disable Request Registration at page level and validate it on the FE page - User: Client-Engage-1-Existing","Chrome","Fri May 09 23:13:26 UTC 2025","passed","Fri May 09 23:13:39 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Website","","",""
"","268","Verify the created custom list appears in FE Basic Search - Client: Client-Engage-2-Existing","Chrome","Fri May 09 23:11:48 UTC 2025","skipped","Fri May 09 23:11:49 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Locations","","",""
"","10276","Set Map Refresh Behavior and Desktop Clustering in Global Settings and verify in FE page - User: engage_new","Chrome","Fri May 09 23:11:31 UTC 2025","passed","Fri May 09 23:11:41 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Global","","",""
"","12902","Create Agent - User: Client-Elite-1-Existing","Chrome","Fri May 09 23:10:21 UTC 2025","passed","Fri May 09 23:10:34 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Users > Sub-menu: Agents","","",""
"","4435","Search by Agent Name","Chrome","Fri May 09 23:16:06 UTC 2025","passed","Fri May 09 23:16:10 UTC 2025","Type of user: Super User > MW Menu: Agent/Office > Sub-menu: Agent/Office/Listing Search","","",""
"","5160","Save Email Settings - User: Client-Engage-1-Existing","Chrome","Fri May 09 23:11:14 UTC 2025","passed","Fri May 09 23:11:19 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Global","","",""
"","10140","Single Query search - Resource: Property - Class: Property - Limit 1 run first chunk","Chrome","Fri May 09 23:16:35 UTC 2025","passed","Fri May 09 23:16:45 UTC 2025","Type of user: Super User > MW Menu: MLS > Sub-menu: Data > Sub-menu: MLS Data Explorer","","",""
"","8283","Create Search Page - User: Client-Elite-1-Existing","Chrome","Fri May 09 23:12:45 UTC 2025","passed","Fri May 09 23:12:54 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Website","","",""
"","5558","Create Contact - User: Client-Engage-1-Existing","Chrome","Fri May 09 23:09:56 UTC 2025","passed","Fri May 09 23:10:02 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Contacts","","",""
"","10936","Authenticate ClientElite_2_Existing user","setup","Fri May 09 23:08:44 UTC 2025","passed","Fri May 09 23:08:55 UTC 2025","","","",""
"","11010","Authenticate ClientElite_1_Existing user","setup","Fri May 09 23:08:44 UTC 2025","passed","Fri May 09 23:08:55 UTC 2025","","","",""
"","14649","Authenticate ClientEngage_1_Existing user","setup","Fri May 09 23:08:57 UTC 2025","passed","Fri May 09 23:09:12 UTC 2025","","","",""
"","14357","Authenticate ClientEngage_2_Existing user","setup","Fri May 09 23:08:57 UTC 2025","passed","Fri May 09 23:09:11 UTC 2025","","","",""
"","14740","Enable Request Registration at page level and validate it on the FE page - User: Client-Engage-1-Existing","Chrome","Fri May 09 23:13:11 UTC 2025","passed","Fri May 09 23:13:26 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Website","","",""
"","14842","Client creation: core Completes Successfully","Chrome","Fri May 09 23:16:21 UTC 2025","passed","Fri May 09 23:16:36 UTC 2025","Type of user: Super User > MW Menu: Clients > Sub-menu: Create Client > Testing with core_signup","","",""
"","24319","Create Saved Link - User: Client-Engage-1-Existing","Chrome","Fri May 09 23:13:35 UTC 2025","passed","Fri May 09 23:14:00 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Website > Sub-menu: Saved Links","","",""
"","5583","Create Contact - User: Client-Elite-1-Existing","Chrome","Fri May 09 23:09:57 UTC 2025","passed","Fri May 09 23:10:02 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Contacts","","",""
"","5771","Save Social Settings - User: Client-Engage-1-Existing","Chrome","Fri May 09 23:11:19 UTC 2025","passed","Fri May 09 23:11:25 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Global","","",""
"","10767","Enable Request Registration at page level and validate it on the FE page - User: Client-Elite-1-Existing","Chrome","Fri May 09 23:13:13 UTC 2025","passed","Fri May 09 23:13:24 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Website","","",""
"","5849","Create Lead - User: Client-Elite-1-Existing","Chrome","Fri May 09 23:15:43 UTC 2025","passed","Fri May 09 23:15:48 UTC 2025","Type of user: Client > MW Menu: Leads > Sub-menu: Create","","",""
"","9169","Create New Wdiget - Type: listings-showcase - User: Client-Engage-1-Existing","Chrome","Fri May 09 23:14:27 UTC 2025","passed","Fri May 09 23:14:36 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Widgets > Sub-menu: New","","",""
"","276","Edit County List, Verify in FE, and Revert - Client: Client-Engage-2-Existing","Chrome","Fri May 09 23:11:49 UTC 2025","skipped","Fri May 09 23:11:49 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Locations","","",""
"","5109","Create New Wdiget - Type: ai-smart-search - User: Client-Engage-1-Existing","Chrome","Fri May 09 23:14:16 UTC 2025","passed","Fri May 09 23:14:21 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Widgets > Sub-menu: New","","",""
"","5038","Delete created custom Location List - Client: Client-Engage-2-Existing","Chrome","Fri May 09 23:11:49 UTC 2025","passed","Fri May 09 23:11:54 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Locations","","",""
"","4028","Create New Wdiget - Type: market-report - User: Client-Elite-1-Existing","Chrome","Fri May 09 23:14:42 UTC 2025","passed","Fri May 09 23:14:46 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Widgets > Sub-menu: New","","",""
"","8792","Configure all Your Properties settings and verify they are saved - User: engage_new","Chrome","Fri May 09 23:12:35 UTC 2025","passed","Fri May 09 23:12:43 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Global","","",""
"","309","User Signup: Elite account type signup - Accurate Setup Pricing Displayed","Chrome","Fri May 09 23:16:05 UTC 2025","skipped","Fri May 09 23:16:06 UTC 2025","Sign Up","","",""
"","8686","Authenticate new client","setup","Fri May 09 23:09:46 UTC 2025","passed","Fri May 09 23:09:55 UTC 2025","Authenticate SuperUser user and create a new client","","",""
"","11168","Disable Request Registration at page level and validate it on the FE page - User: Client-Elite-1-Existing","Chrome","Fri May 09 23:13:24 UTC 2025","passed","Fri May 09 23:13:35 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Website","","",""
"","5698","Delete created Search Page - User: Client-Elite-1-Existing","Chrome","Fri May 09 23:12:54 UTC 2025","passed","Fri May 09 23:12:59 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Website","","",""
"","249","User Signup: Godaddy partner code signup - Accurate Setup Pricing Displayed","Chrome","Fri May 09 23:16:05 UTC 2025","skipped","Fri May 09 23:16:05 UTC 2025","Sign Up","","",""
"","11807","Visual validation of the Address Search Fron Page - User: Client-Elite-1-Existing","Chrome","Fri May 09 23:12:59 UTC 2025","passed","Fri May 09 23:13:11 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Website","","",""
"","362","User Signup: Godaddy partner code signup Completes Successfully","Chrome","Fri May 09 23:16:05 UTC 2025","skipped","Fri May 09 23:16:05 UTC 2025","Sign Up","","",""
"","7435","Create New Wdiget - Type: listings-showcase - User: Client-Elite-1-Existing","Chrome","Fri May 09 23:14:59 UTC 2025","passed","Fri May 09 23:15:07 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Widgets > Sub-menu: New","","",""
"","14658","Create Showcase Legacy Widget with Custom Search - User: Client-Elite-1-Existing","Chrome","Fri May 09 23:14:03 UTC 2025","passed","Fri May 09 23:14:18 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Widgets > Sub-menu: Legacy","","",""
"","23300","Create custom city Location List and Verify City default selected list in Search Pages Preferences - Client: Client-Engage-2-Existing","Chrome","Fri May 09 23:11:25 UTC 2025","passed","Fri May 09 23:11:48 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Settings > Sub-menu: Locations","","",""
"","14715","Client can modify and save branding colors. Branding colors are displayed as expected in FE search page - Client: Client-Engage-New","Chrome","Fri May 09 23:10:39 UTC 2025","passed","Fri May 09 23:10:54 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Branding - Colors","","",""
"","2758","New client has API key and can make API requests - User: Engage New","Chrome","Fri May 09 23:15:26 UTC 2025","passed","Fri May 09 23:15:29 UTC 2025","Type of user: Client > MW Menu: Home > Sub-menu: Access Control","","",""
"","14691","Client can Upgrade and Downgrade multi user level - User: Client-Engage-New","Chrome","Fri May 09 23:10:07 UTC 2025","passed","Fri May 09 23:10:21 UTC 2025","Type of user: Client > MW Menu: Account > Sub-menu: Upgrade - User: Client-Engage-New","","",""
"","7920","Create Supplemental Listing - User: Client-Engage-1-Existing","Chrome","Fri May 09 23:15:48 UTC 2025","passed","Fri May 09 23:15:56 UTC 2025","Type of user: Client > MW Menu: Listings > Sub-menu: Supplemental","","",""
"","5322","Create New Wdiget - Type: ai-smart-search - User: Client-Elite-1-Existing","Chrome","Fri May 09 23:14:36 UTC 2025","passed","Fri May 09 23:14:42 UTC 2025","Type of user: Client > MW Menu: Design > Sub-menu: Widgets > Sub-menu: New","","",""
"","4389","Search by Agent ID","Chrome","Fri May 09 23:16:06 UTC 2025","passed","Fri May 09 23:16:10 UTC 2025","Type of user: Super User > MW Menu: Agent/Office > Sub-menu: Agent/Office/Listing Search","","",""
